6489,84
-8334,-1439
-4396,-1283
-17730,-5705
33000,6037
31851,9490
-24929,253
31774,8636
-14677,-2985
-4983,464
9097,308
-5312,-917
21935,5862
20026,6669
-26149,-2341
-17494,-4986
-12451,-7477
6897,-1270
-7100,-2330
11571,2873
3733,1380
-16662,-2635
2291,-720
-12257,-4501
-10305,-3573
22853,3457
-26996,-5494
-33014,-8668
8056,-3987
-25477,-8865
-2304,-2318
4013,-1775
-4382,-925
-9343,-2373
-3068,-2140
19801,3709
-10467,-943
9921,3414
-10231,-2612
9375,2313
-11869,-3053
19533,4634
3060,1531
26131,8792
5264,4235
14202,6690
21166,7238
7116,5316
-6328,1246
-1844,-382
-15800,-4767
-33706,-10191
2458,-4336
8881,-905
4168,2176
-5034,46
-6834,-1795
18625,3470
6411,2782
26299,9078
13531,6654
24091,10006
-22592,-1886
-4263,-916
16298,1389
30049,8716
-28113,-2394
1424,550
32042,5342
2645,4008
-10300,894
-23574,-6659
-1091,-3660
6117,-937
3560,1393
-2940,233
421,167
10520,2378
15124,4875
-25479,-3805
10872,1683
-9986,-3957
9261,2404
-10007,-2574
20171,4968
16291,5089
-13164,355
-9686,-2109
27714,4644
15620,5708
-31622,-3572
8402,500
6450,-709
-14835,-2223
-20881,-6059
5678,-2152
-19583,-6416
10931,1342
-1111,-1143
-28437,-6127
13211,348
-14988,-5270
-8422,-2283
31068,5426
-4149,1227
-2860,1977
16036,3308
21128,6600
-8693,1543
-11354,-1595
-14087,-5526
8668,-377
-3733,-1475
6173,2037
20014,5247
17994,7117
-13976,307
-14814,-3302
11447,-17
7907,1640
13299,5260
5372,3464
-26000,-4633
-15086,-5834
-10064,-6625
-5483,-3886
1316,-1226
-779,-611
-10072,-2464
3938,-101
2048,-101
-3664,-317
-6407,-1763
-22643,-6668
17634,1503
20799,4699
7983,5839
-15669,-1039
7402,1082
-20542,-5962
4201,-264
6901,91
17078,5380
19810,7351
12795,6888
-19331,-1572
16408,3448
-16792,-4490
-17315,-4367
47312,8417
-4387,1903
-8004,2292
